session,start_index,end_index,start_ts,end_ts
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,704,959,2025-08-01T00:06:04.144000+00:00,2025-08-01T00:08:11.079000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,736,991,2025-08-01T00:06:37.659000+00:00,2025-08-01T00:08:16.298000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,768,1023,2025-08-01T00:07:00.825000+00:00,2025-08-01T00:08:27.125000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,800,1055,2025-08-01T00:07:12.455000+00:00,2025-08-01T00:08:45.969000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,832,1087,2025-08-01T00:07:19.163000+00:00,2025-08-01T00:09:03.076000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,864,1119,2025-08-01T00:07:28.347000+00:00,2025-08-01T00:09:20.183000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,896,1151,2025-08-01T00:07:43.090000+00:00,2025-08-01T00:09:44.749000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,928,1183,2025-08-01T00:08:01.659000+00:00,2025-08-01T00:10:08.234000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,960,1215,2025-08-01T00:08:11.883000+00:00,2025-08-01T00:10:32.968000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,992,1247,2025-08-01T00:08:16.349000+00:00,2025-08-01T00:10:49.554000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1024,1279,2025-08-01T00:08:27.176000+00:00,2025-08-01T00:10:55.660000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1056,1311,2025-08-01T00:08:46.021000+00:00,2025-08-01T00:11:14.771000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1088,1343,2025-08-01T00:09:03.128000+00:00,2025-08-01T00:11:49.045000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1120,1375,2025-08-01T00:09:20.261000+00:00,2025-08-01T00:12:11.871000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1152,1407,2025-08-01T00:09:44.800000+00:00,2025-08-01T00:12:42.547000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1184,1439,2025-08-01T00:10:10.998000+00:00,2025-08-01T00:13:10.134000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1216,1471,2025-08-01T00:10:33.119000+00:00,2025-08-01T00:13:37.373000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1248,1503,2025-08-01T00:10:49.606000+00:00,2025-08-01T00:14:10.803000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1280,1535,2025-08-01T00:10:55.762000+00:00,2025-08-01T00:14:34.125000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1312,1567,2025-08-01T00:11:14.973000+00:00,2025-08-01T00:15:03.433000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1344,1599,2025-08-01T00:11:49.097000+00:00,2025-08-01T00:15:43.672000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1376,1631,2025-08-01T00:12:11.922000+00:00,2025-08-01T00:16:06.734000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1408,1663,2025-08-01T00:12:43.050000+00:00,2025-08-01T00:16:27.399000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1440,1695,2025-08-01T00:13:10.185000+00:00,2025-08-01T00:17:02.874000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1472,1727,2025-08-01T00:13:39.129000+00:00,2025-08-01T00:17:27.454000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1504,1759,2025-08-01T00:14:10.904000+00:00,2025-08-01T00:18:10.908000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1536,1791,2025-08-01T00:14:35.833000+00:00,2025-08-01T00:18:27.510000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1568,1823,2025-08-01T00:15:03.484000+00:00,2025-08-01T00:18:48.670000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1600,1855,2025-08-01T00:15:43.723000+00:00,2025-08-01T00:19:04.668000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1632,1887,2025-08-01T00:16:06.835000+00:00,2025-08-01T00:19:35.075000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1664,1919,2025-08-01T00:16:27.701000+00:00,2025-08-01T00:19:49.905000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1696,1951,2025-08-01T00:17:02.925000+00:00,2025-08-01T00:20:09.321000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1728,1983,2025-08-01T00:17:28.008000+00:00,2025-08-01T00:20:36.902000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1760,2015,2025-08-01T00:18:10.958000+00:00,2025-08-01T00:21:27.552000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1792,2047,2025-08-01T00:18:27.612000+00:00,2025-08-01T00:22:13.352000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1824,2079,2025-08-01T00:18:48.721000+00:00,2025-08-01T00:22:31.978000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1856,2111,2025-08-01T00:19:04.770000+00:00,2025-08-01T00:22:50.693000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1888,2143,2025-08-01T00:19:35.126000+00:00,2025-08-01T00:23:08.145000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1920,2175,2025-08-01T00:19:49.956000+00:00,2025-08-01T00:23:44.352000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1952,2207,2025-08-01T00:20:09.372000+00:00,2025-08-01T00:24:15.578000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,1984,2239,2025-08-01T00:20:36.953000+00:00,2025-08-01T00:24:36.552000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2016,2271,2025-08-01T00:21:28.808000+00:00,2025-08-01T00:24:59.291000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2048,2303,2025-08-01T00:22:13.403000+00:00,2025-08-01T00:25:15.348000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2080,2335,2025-08-01T00:22:32.029000+00:00,2025-08-01T00:25:43.529000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2112,2367,2025-08-01T00:22:51.798000+00:00,2025-08-01T00:26:13.620000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2144,2399,2025-08-01T00:23:08.246000+00:00,2025-08-01T00:26:27.513000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2176,2431,2025-08-01T00:23:45.256000+00:00,2025-08-01T00:26:46.523000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2208,2463,2025-08-01T00:24:16.235000+00:00,2025-08-01T00:27:01.714000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2240,2495,2025-08-01T00:24:36.654000+00:00,2025-08-01T00:27:17.939000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2272,2527,2025-08-01T00:24:59.342000+00:00,2025-08-01T00:27:26.701000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2304,2559,2025-08-01T00:25:15.801000+00:00,2025-08-01T00:27:37.749000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2336,2591,2025-08-01T00:25:48.952000+00:00,2025-08-01T00:27:50.384000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2368,2623,2025-08-01T00:26:13.722000+00:00,2025-08-01T00:27:56.755000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2400,2655,2025-08-01T00:26:27.614000+00:00,2025-08-01T00:28:06.674000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2432,2687,2025-08-01T00:26:47.830000+00:00,2025-08-01T00:28:18.953000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2464,2719,2025-08-01T00:27:02.518000+00:00,2025-08-01T00:28:28.882000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2496,2751,2025-08-01T00:27:18.694000+00:00,2025-08-01T00:28:42.921000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2528,2783,2025-08-01T00:27:26.852000+00:00,2025-08-01T00:28:54.548000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2560,2815,2025-08-01T00:27:37.951000+00:00,2025-08-01T00:29:06.839000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2592,2847,2025-08-01T00:27:50.435000+00:00,2025-08-01T00:29:20.730000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2624,2879,2025-08-01T00:27:57.108000+00:00,2025-08-01T00:29:31.555000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2656,2911,2025-08-01T00:28:06.725000+00:00,2025-08-01T00:29:50.396000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2688,2943,2025-08-01T00:28:19.005000+00:00,2025-08-01T00:30:15.986000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2720,2975,2025-08-01T00:28:29.485000+00:00,2025-08-01T00:30:38.311000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2752,3007,2025-08-01T00:28:43.023000+00:00,2025-08-01T00:30:55.593000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2784,3039,2025-08-01T00:28:56.856000+00:00,2025-08-01T00:31:16.772000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2816,3071,2025-08-01T00:29:07.142000+00:00,2025-08-01T00:31:42.170000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2848,3103,2025-08-01T00:29:20.831000+00:00,2025-08-01T00:32:18.047000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2880,3135,2025-08-01T00:29:31.606000+00:00,2025-08-01T00:32:55.325000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2912,3167,2025-08-01T00:29:50.649000+00:00,2025-08-01T00:33:08.862000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2944,3199,2025-08-01T00:30:16.036000+00:00,2025-08-01T00:33:29.274000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,2976,3231,2025-08-01T00:30:38.362000+00:00,2025-08-01T00:33:58.228000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3008,3263,2025-08-01T00:30:57.150000+00:00,2025-08-01T00:35:00.218000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3040,3295,2025-08-01T00:31:20.337000+00:00,2025-08-01T00:35:33.111000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3072,3327,2025-08-01T00:31:42.272000+00:00,2025-08-01T00:36:00.210000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3104,3359,2025-08-01T00:32:21.558000+00:00,2025-08-01T00:36:40.570000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3136,3391,2025-08-01T00:32:55.577000+00:00,2025-08-01T00:37:10.360000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3168,3423,2025-08-01T00:33:09.617000+00:00,2025-08-01T00:37:19.982000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3200,3455,2025-08-01T00:33:29.325000+00:00,2025-08-01T00:37:34.437000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3232,3487,2025-08-01T00:33:58.281000+00:00,2025-08-01T00:38:01.300000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3264,3519,2025-08-01T00:35:01.725000+00:00,2025-08-01T00:38:24.824000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3296,3551,2025-08-01T00:35:33.162000+00:00,2025-08-01T00:38:46.185000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3328,3583,2025-08-01T00:36:00.261000+00:00,2025-08-01T00:39:17.891000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3360,3615,2025-08-01T00:36:40.621000+00:00,2025-08-01T00:39:35.103000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3392,3647,2025-08-01T00:37:13.374000+00:00,2025-08-01T00:39:56.482000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3424,3679,2025-08-01T00:37:20.033000+00:00,2025-08-01T00:40:13.701000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3456,3711,2025-08-01T00:37:35.290000+00:00,2025-08-01T00:40:25.431000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3488,3743,2025-08-01T00:38:01.351000+00:00,2025-08-01T00:40:45.004000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3520,3775,2025-08-01T00:38:24.926000+00:00,2025-08-01T00:41:08.651000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3552,3807,2025-08-01T00:38:46.236000+00:00,2025-08-01T00:41:30.426000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3584,3839,2025-08-01T00:39:17.993000+00:00,2025-08-01T00:41:55.434000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3616,3871,2025-08-01T00:39:35.154000+00:00,2025-08-01T00:42:17.193000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3648,3903,2025-08-01T00:39:58.189000+00:00,2025-08-01T00:42:34.850000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3680,3935,2025-08-01T00:40:13.752000+00:00,2025-08-01T00:42:45.099000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3712,3967,2025-08-01T00:40:25.482000+00:00,2025-08-01T00:42:56.777000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3744,3999,2025-08-01T00:40:45.809000+00:00,2025-08-01T00:43:08.780000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3776,4031,2025-08-01T00:41:12.669000+00:00,2025-08-01T00:43:17.542000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3808,4063,2025-08-01T00:41:30.477000+00:00,2025-08-01T00:43:21.081000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3840,4095,2025-08-01T00:41:55.486000+00:00,2025-08-01T00:43:29.346000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3872,4127,2025-08-01T00:42:19.404000+00:00,2025-08-01T00:43:42.243000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3904,4159,2025-08-01T00:42:34.952000+00:00,2025-08-01T00:43:57.383000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3936,4191,2025-08-01T00:42:45.702000+00:00,2025-08-01T00:44:18.412000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,3968,4223,2025-08-01T00:42:57.481000+00:00,2025-08-01T00:44:30.025000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4000,4255,2025-08-01T00:43:08.831000+00:00,2025-08-01T00:44:48.240000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4032,4287,2025-08-01T00:43:17.794000+00:00,2025-08-01T00:45:04.199000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4064,4319,2025-08-01T00:43:21.233000+00:00,2025-08-01T00:45:20.748000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4096,4351,2025-08-01T00:43:29.649000+00:00,2025-08-01T00:45:31.597000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4128,4383,2025-08-01T00:43:42.294000+00:00,2025-08-01T00:45:54.801000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4160,4415,2025-08-01T00:43:57.634000+00:00,2025-08-01T00:46:12.566000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4192,4447,2025-08-01T00:44:18.463000+00:00,2025-08-01T00:46:25.657000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4224,4479,2025-08-01T00:44:30.479000+00:00,2025-08-01T00:46:39.450000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4256,4511,2025-08-01T00:44:48.994000+00:00,2025-08-01T00:47:08.460000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4288,4543,2025-08-01T00:45:04.250000+00:00,2025-08-01T00:47:42.438000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4320,4575,2025-08-01T00:45:22.607000+00:00,2025-08-01T00:48:01.248000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4352,4607,2025-08-01T00:45:31.648000+00:00,2025-08-01T00:48:27.772000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4384,4639,2025-08-01T00:45:54.852000+00:00,2025-08-01T00:48:53.094000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4416,4671,2025-08-01T00:46:12.667000+00:00,2025-08-01T00:49:07.442000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4448,4703,2025-08-01T00:46:25.809000+00:00,2025-08-01T00:49:38.916000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4480,4735,2025-08-01T00:46:39.551000+00:00,2025-08-01T00:50:02.785000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4512,4767,2025-08-01T00:47:08.511000+00:00,2025-08-01T00:50:14.368000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4544,4799,2025-08-01T00:47:42.640000+00:00,2025-08-01T00:50:30.607000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4576,4831,2025-08-01T00:48:02.856000+00:00,2025-08-01T00:50:50.587000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4608,4863,2025-08-01T00:48:30.838000+00:00,2025-08-01T00:51:10.717000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4640,4895,2025-08-01T00:48:53.196000+00:00,2025-08-01T00:51:36.185000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4672,4927,2025-08-01T00:49:08.045000+00:00,2025-08-01T00:51:53.162000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4704,4959,2025-08-01T00:49:39.068000+00:00,2025-08-01T00:52:22.965000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4736,4991,2025-08-01T00:50:02.836000+00:00,2025-08-01T00:52:45.075000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4768,5023,2025-08-01T00:50:14.419000+00:00,2025-08-01T00:53:01.423000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4800,5055,2025-08-01T00:50:30.658000+00:00,2025-08-01T00:53:23.003000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4832,5087,2025-08-01T00:50:50.637000+00:00,2025-08-01T00:53:39.480000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4864,5119,2025-08-01T00:51:12.524000+00:00,2025-08-01T00:53:50.911000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4896,5151,2025-08-01T00:51:40.509000+00:00,2025-08-01T00:54:03.616000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4928,5183,2025-08-01T00:51:53.264000+00:00,2025-08-01T00:54:16.849000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4960,5215,2025-08-01T00:52:23.017000+00:00,2025-08-01T00:54:32.199000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,4992,5247,2025-08-01T00:52:45.126000+00:00,2025-08-01T00:54:48.596000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5024,5279,2025-08-01T00:53:01.474000+00:00,2025-08-01T00:54:58.117000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5056,5311,2025-08-01T00:53:23.255000+00:00,2025-08-01T00:55:17.547000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5088,5343,2025-08-01T00:53:40.034000+00:00,2025-08-01T00:55:35.380000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5120,5375,2025-08-01T00:53:52.371000+00:00,2025-08-01T00:55:57.422000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5152,5407,2025-08-01T00:54:03.668000+00:00,2025-08-01T00:56:12.014000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5184,5439,2025-08-01T00:54:16.950000+00:00,2025-08-01T00:56:31.660000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5216,5471,2025-08-01T00:54:32.300000+00:00,2025-08-01T00:56:46.909000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5248,5503,2025-08-01T00:54:48.647000+00:00,2025-08-01T00:57:10.788000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5280,5535,2025-08-01T00:54:59.226000+00:00,2025-08-01T00:57:28.362000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5312,5567,2025-08-01T00:55:18.101000+00:00,2025-08-01T00:57:42.605000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5344,5599,2025-08-01T00:55:35.431000+00:00,2025-08-01T00:58:02.267000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5376,5631,2025-08-01T00:55:58.778000+00:00,2025-08-01T00:58:29.941000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5408,5663,2025-08-01T00:56:12.165000+00:00,2025-08-01T00:58:40.164000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5440,5695,2025-08-01T00:56:31.711000+00:00,2025-08-01T00:59:00.361000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5472,5727,2025-08-01T00:56:47.363000+00:00,2025-08-01T00:59:10.738000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5504,5759,2025-08-01T00:57:11.091000+00:00,2025-08-01T00:59:21.288000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5536,5791,2025-08-01T00:57:29.518000+00:00,2025-08-01T00:59:40.349000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5568,5823,2025-08-01T00:57:42.656000+00:00,2025-08-01T01:00:01.340000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5600,5855,2025-08-01T00:58:03.324000+00:00,2025-08-01T01:00:05.188000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5632,5887,2025-08-01T00:58:29.993000+00:00,2025-08-01T01:00:10.944000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5664,5919,2025-08-01T00:58:40.316000+00:00,2025-08-01T01:00:16.652000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5696,5951,2025-08-01T00:59:00.462000+00:00,2025-08-01T01:00:26.377000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5728,5983,2025-08-01T00:59:10.789000+00:00,2025-08-01T01:00:33.701000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5760,6015,2025-08-01T00:59:26.860000+00:00,2025-08-01T01:00:40.715000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5792,6047,2025-08-01T00:59:40.450000+00:00,2025-08-01T01:00:47.373000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5824,6079,2025-08-01T01:00:01.391000+00:00,2025-08-01T01:00:53.479000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5856,6111,2025-08-01T01:00:05.239000+00:00,2025-08-01T01:01:03.805000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5888,6143,2025-08-01T01:00:10.995000+00:00,2025-08-01T01:01:12.723000+00:00
XAUUSD_Ticks_01.08.2025-01.08.2025.csv,5920,6175,2025-08-01T01:00:16.804000+00:00,2025-08-01T01:01:20.570000+00:00
